"id_persona_pr","nme_genero_pr","id_niv_form_pr","id_clas_pr","edad_anos_pr","nme_region_gr","nme_area_gr","Actividades","LugarActualTrabajo","cant_libros","cant_lineas","cant_tgs","cant_art"
964450,"femenino","3","i",40,"region eje cafetero","ciencias de la salud","Actividades de administración","Universidad","3 o más libros","2 líneas","Entre 16 y 30","Entre 16 y 30"
966185,"masculino","4","i",35,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
967734,"masculino","d","ij",44,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
967890,"masculino","4","i",42,"region pacifico","medicina clinica","Actividades de docencia","Universidad","No especificado","3 líneas","Entre 16 y 30","Entre 16 y 30"
968820,"femenino","3","i",34,"region caribe","medicina basica","No especificado","Universidad","No especificado","4 o más líneas","15 o menos","15 o menos"
969486,"femenino","4","ij",50,"region eje cafetero","ciencias de la salud","Actividades de docencia","Universidad","2 libros","1 línea","Entre 31 y 45","15 o menos"
969931,"masculino","d","ij",50,"centro oriente","medicina clinica","No especificado","No especificado","No especificado","No especificado","15 o menos","Entre 31 y 45"
970514,"femenino","2","ij",53,"no disponible","medicina clinica","Actividades de administración","Otros lugares","No especificado","No especificado","15 o menos","Entre 16 y 30"
970670,"femenino","3","i",52,"region caribe","ciencias de la salud","Actividades de administración","Universidad","No especificado","No especificado","Entre 16 y 30","15 o menos"
971740,"femenino","3","ij",55,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
975265,"femenino","3","i",48,"region pacifico","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
976490,"femenino","4","i",50,"region eje cafetero","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
978191,"femenino","3","ij",40,"region caribe","medicina basica","No especificado","Universidad","No especificado","No especificado","Entre 16 y 30","15 o menos"
978205,"masculino","5","is",42,"distrito capital","medicina basica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
978434,"masculino","3","ij",39,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
978450,"masculino","d","ij",56,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
978892,"femenino","3","i",38,"centro oriente","ciencias de la salud","No especificado","Universidad","No especificado","4 o más líneas","15 o menos","15 o menos"
979317,"masculino","2","i",47,"centro oriente","medicina clinica","No especificado","No especificado","No especificado","1 línea","15 o menos","Entre 16 y 30"
979961,"masculino","4","ij",47,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
980056,"masculino","4","is",51,"centro oriente","ingenieria medica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
980501,"femenino","3","i",40,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
980862,"masculino","d","i",54,"region caribe","medicina clinica","Actividades de administración","Universidad","3 o más libros","4 o más líneas","15 o menos","Entre 31 y 45"
983470,"masculino","4","is",34,"region caribe","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
983918,"femenino","3","ij",59,"region eje cafetero","ciencias de la salud","Actividades de administración","Universidad","1 libro","1 línea","15 o menos","Entre 16 y 30"
985279,"femenino","5","i",38,"region pacifico","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
985830,"femenino","3","i",42,"region caribe","ciencias de la salud","Actividades de administración","Otras IE","No especificado","3 líneas","Entre 16 y 30","15 o menos"
987123,"femenino","3","i",57,"region caribe","ciencias de la salud","Actividades de administración","Universidad","3 o más libros","1 línea","15 o menos","15 o menos"
987239,"masculino","4","ij",31,"region eje cafetero","otras ciencias medicas","No especificado","No especificado","No especificado","1 línea","15 o menos","Entre 16 y 30"
987751,"masculino","3","i",39,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
988049,"femenino","4","ij",51,"region eje cafetero","ciencias de la salud","Actividades de administración","Universidad","1 libro","4 o más líneas","Entre 16 y 30","Entre 16 y 30"
989762,"femenino","3","i",43,"region eje cafetero","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
989835,"masculino","d","is",53,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
990493,"masculino","4","ij",43,"region eje cafetero","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","15 o menos"
992720,"femenino","3","is",49,"region caribe","ciencias de la salud","Actividades de administración","Universidad","3 o más libros","No especificado","Más de 45","15 o menos"
992747,"masculino","3","i",43,"centro oriente","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
993719,"masculino","d","is",68,"region caribe","medicina clinica","Actividades de administración","Otros lugares","No especificado","2 líneas","15 o menos","Entre 16 y 30"
993751,"masculino","3","is",50,"region caribe","biotecnologia en salud","Actividades de administración","Otros lugares","No especificado","4 o más líneas","Entre 31 y 45","Entre 16 y 30"
994103,"femenino","3","i",50,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
994600,"masculino","4","ij",38,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1000616,"masculino","3","ij",40,"region caribe","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
1001914,"femenino","3","is",32,"region pacifico","ciencias de la salud","Actividades de docencia","Universidad","No especificado","3 líneas","Más de 45","Entre 31 y 45"
1002104,"femenino","4","i",40,"region eje cafetero","medicina basica","Actividades de docencia","Otras IE","No especificado","4 o más líneas","Entre 31 y 45","Entre 16 y 30"
1002899,"masculino","d","ij",31,"centro oriente","medicina clinica","Actividades de investigación","Hospital / Clínica","No especificado","4 o más líneas","15 o menos","15 o menos"
1003089,"masculino","3","ij",56,"region pacifico","medicina clinica","No especificado","No especificado","No especificado","3 líneas","No especificado","Entre 16 y 30"
